BCHFIOMB_00054	CDS	1506	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
BCHFIOMB_00055	CDS	1071	rbsC		COG1172	Ribose import permease protein RbsC
BCHFIOMB_00056	CDS	1014				Outer membrane porin protein 32
BCHFIOMB_00057	CDS	1185	frc	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
BCHFIOMB_00058	CDS	1179	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
BCHFIOMB_00059	CDS	552				hypothetical protein
BCHFIOMB_00060	CDS	441				hypothetical protein
BCHFIOMB_00061	CDS	885	dmlR_1			HTH-type transcriptional regulator DmlR
BCHFIOMB_00062	CDS	1260				hypothetical protein
BCHFIOMB_00063	CDS	1203	ydhP		COG2814	Inner membrane transport protein YdhP
BCHFIOMB_00064	CDS	633				hypothetical protein
BCHFIOMB_00065	CDS	381				hypothetical protein
BCHFIOMB_00066	CDS	1749	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
BCHFIOMB_00067	CDS	312	yqjD		COG4575	putative protein YqjD
BCHFIOMB_00068	CDS	993	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
BCHFIOMB_00069	CDS	999	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
BCHFIOMB_00070	CDS	1146				hypothetical protein
BCHFIOMB_00071	CDS	351	ybaA		COG5507	putative protein YbaA
BCHFIOMB_00072	CDS	933				Outer membrane porin protein 32
BCHFIOMB_00073	CDS	459				hypothetical protein
BCHFIOMB_00074	CDS	495				hypothetical protein
BCHFIOMB_00075	CDS	219	slyX			Protein SlyX
BCHFIOMB_00076	CDS	1638				hypothetical protein
BCHFIOMB_00077	CDS	498				hypothetical protein
BCHFIOMB_00078	CDS	363				hypothetical protein
BCHFIOMB_00079	CDS	648	leuE_1		COG1280	Leucine efflux protein
BCHFIOMB_00080	CDS	2139				hypothetical protein
BCHFIOMB_00081	CDS	471				hypothetical protein
BCHFIOMB_00082	CDS	507	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
BCHFIOMB_00083	CDS	360				hypothetical protein
BCHFIOMB_00084	CDS	1008	pafB		COG2378	Protein PafB
BCHFIOMB_00085	CDS	705				hypothetical protein
BCHFIOMB_00086	CDS	768	yadH_1		COG0842	Inner membrane transport permease YadH
BCHFIOMB_00087	CDS	930	yadG_1		COG1131	putative ABC transporter ATP-binding protein YadG
BCHFIOMB_00088	CDS	768				hypothetical protein
BCHFIOMB_00089	CDS	720				hypothetical protein
BCHFIOMB_00090	CDS	168				hypothetical protein
BCHFIOMB_00091	CDS	579	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BCHFIOMB_00092	CDS	336				hypothetical protein
BCHFIOMB_00093	CDS	663	estB	3.1.1.1	COG0400	Carboxylesterase 2
BCHFIOMB_00094	CDS	1263				hypothetical protein
BCHFIOMB_00095	CDS	759	minC		COG0850	Septum site-determining protein MinC
BCHFIOMB_00096	CDS	819	minD		COG2894	Septum site-determining protein MinD
BCHFIOMB_00097	CDS	258	minE		COG0851	Cell division topological specificity factor
BCHFIOMB_00098	CDS	237				hypothetical protein
BCHFIOMB_00099	CDS	255				hypothetical protein
BCHFIOMB_00100	CDS	372	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
BCHFIOMB_00101	CDS	633	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
BCHFIOMB_00102	CDS	2007	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BCHFIOMB_00103	CDS	384				hypothetical protein
BCHFIOMB_00104	CDS	462	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
BCHFIOMB_00105	CDS	546				hypothetical protein
BCHFIOMB_00106	CDS	915				hypothetical protein
BCHFIOMB_00107	CDS	426				hypothetical protein
BCHFIOMB_00108	CDS	363				hypothetical protein
BCHFIOMB_00109	CDS	249				hypothetical protein
BCHFIOMB_00110	CDS	1011	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BCHFIOMB_00111	CDS	486				hypothetical protein
BCHFIOMB_00112	CDS	771				hypothetical protein
BCHFIOMB_00113	CDS	1218	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
BCHFIOMB_00114	CDS	585	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
BCHFIOMB_00115	CDS	1110	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
BCHFIOMB_00116	CDS	750				hypothetical protein
BCHFIOMB_00117	CDS	621	yibF		COG0625	putative GST-like protein YibF
BCHFIOMB_00118	CDS	1377	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
BCHFIOMB_00119	CDS	735	lutR		COG2186	HTH-type transcriptional regulator LutR
BCHFIOMB_00120	CDS	831	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
BCHFIOMB_00121	CDS	735				hypothetical protein
BCHFIOMB_00122	CDS	1383	hyuP			Hydantoin permease
BCHFIOMB_00123	CDS	735	hyuA_1	5.1.99.5	COG4126	Hydantoin racemase
BCHFIOMB_00124	CDS	2319	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
BCHFIOMB_00125	CDS	507	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
BCHFIOMB_00126	CDS	984				Outer membrane porin protein 32
BCHFIOMB_00127	CDS	759	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
BCHFIOMB_00128	CDS	2190	glcB	2.3.3.9	COG2225	Malate synthase G
BCHFIOMB_00129	CDS	777	yfcA_1		COG0730	putative membrane transporter protein YfcA
BCHFIOMB_00130	CDS	726	hadL	3.8.1.2		(S)-2-haloacid dehalogenase
BCHFIOMB_00131	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
BCHFIOMB_00132	CDS	456				hypothetical protein
BCHFIOMB_00133	CDS	570				hypothetical protein
BCHFIOMB_00134	CDS	1482	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BCHFIOMB_00135	CDS	1482	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BCHFIOMB_00136	CDS	300	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
BCHFIOMB_00137	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
BCHFIOMB_00138	CDS	921	mreC		COG1792	Cell shape-determining protein MreC
BCHFIOMB_00139	CDS	519				hypothetical protein
BCHFIOMB_00140	CDS	2043	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
BCHFIOMB_00141	CDS	1158	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
BCHFIOMB_00142	CDS	663	anoI	2.3.1.184		Acyl-homoserine-lactone synthase
BCHFIOMB_00143	CDS	447				hypothetical protein
BCHFIOMB_00144	CDS	711	anoR			Transcriptional activator protein AnoR
BCHFIOMB_00145	CDS	783				hypothetical protein
BCHFIOMB_00146	CDS	1065				hypothetical protein
BCHFIOMB_00147	CDS	3648				hypothetical protein
BCHFIOMB_00148	CDS	558				hypothetical protein
BCHFIOMB_00149	CDS	972			COG1638	Solute-binding protein
BCHFIOMB_00150	CDS	510				hypothetical protein
BCHFIOMB_00151	CDS	1305	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
BCHFIOMB_00152	CDS	1503	qseC	2.7.13.3		Sensor protein QseC
BCHFIOMB_00153	CDS	672	tctD_1		COG0745	Transcriptional regulatory protein tctD
BCHFIOMB_00154	CDS	1116	recA		COG0468	Protein RecA
BCHFIOMB_00155	CDS	450	recX		COG2137	Regulatory protein RecX
BCHFIOMB_00156	CDS	591				hypothetical protein
BCHFIOMB_00157	CDS	1161	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
BCHFIOMB_00158	CDS	894	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
BCHFIOMB_00159	CDS	720				hypothetical protein
BCHFIOMB_00160	CDS	2712	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
BCHFIOMB_00161	CDS	786	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
BCHFIOMB_00162	CDS	678				hypothetical protein
BCHFIOMB_00163	CDS	2220				hypothetical protein
BCHFIOMB_00164	CDS	762	rbn	3.1.26.11		Ribonuclease BN
BCHFIOMB_00165	CDS	444	comP		COG4969	Pilin-like competence factor ComP
BCHFIOMB_00166	CDS	1965				hypothetical protein
BCHFIOMB_00167	CDS	1266				hypothetical protein
BCHFIOMB_00168	CDS	954				hypothetical protein
BCHFIOMB_00169	CDS	1716				hypothetical protein
BCHFIOMB_00170	CDS	507	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
BCHFIOMB_00171	CDS	1521	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
BCHFIOMB_00172	CDS	357				hypothetical protein
BCHFIOMB_00173	CDS	423				hypothetical protein
BCHFIOMB_00174	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
BCHFIOMB_00175	CDS	2226	fiu		COG4774	Catecholate siderophore receptor Fiu
BCHFIOMB_00176	CDS	687		1.14.11.-	COG3128	PKHD-type hydroxylase
BCHFIOMB_00177	CDS	1137	hmo	1.1.3.46		4-hydroxymandelate oxidase
BCHFIOMB_00178	CDS	372				hypothetical protein
BCHFIOMB_00179	CDS	579	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
BCHFIOMB_00180	CDS	441				hypothetical protein
BCHFIOMB_00181	CDS	639	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BCHFIOMB_00182	CDS	915	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
BCHFIOMB_00183	CDS	1518				hypothetical protein
BCHFIOMB_00184	CDS	903				hypothetical protein
BCHFIOMB_00185	CDS	1035	rbsR		COG1609	Ribose operon repressor
BCHFIOMB_00186	CDS	1374	bglB	3.2.1.21		Beta-glucosidase B
BCHFIOMB_00187	CDS	1236				putative sugar-binding periplasmic protein
BCHFIOMB_00188	CDS	900	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
BCHFIOMB_00189	CDS	939				hypothetical protein
BCHFIOMB_00190	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
BCHFIOMB_00191	CDS	1254	lamB		COG4580	Maltoporin
BCHFIOMB_00192	CDS	423	trxC	1.8.1.8	COG0526	Thioredoxin 2
BCHFIOMB_00193	CDS	915				hypothetical protein
BCHFIOMB_00194	CDS	417				hypothetical protein
BCHFIOMB_00195	CDS	519	C1-hpah	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
BCHFIOMB_00196	CDS	1857				hypothetical protein
BCHFIOMB_00197	CDS	1338	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
BCHFIOMB_00198	CDS	1686	argS	6.1.1.19		Arginine--tRNA ligase
BCHFIOMB_00199	CDS	609	ftsN_1			Cell division protein FtsN
BCHFIOMB_00200	CDS	639	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
BCHFIOMB_00201	CDS	624	lptA		COG1934	Lipopolysaccharide export system protein LptA
BCHFIOMB_00202	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BCHFIOMB_00203	CDS	1536	rpoN_1		COG1508	RNA polymerase sigma-54 factor
BCHFIOMB_00204	CDS	1224	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
BCHFIOMB_00205	CDS	750	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BCHFIOMB_00206	CDS	1668	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BCHFIOMB_00207	CDS	444				hypothetical protein
BCHFIOMB_00208	CDS	1431	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
BCHFIOMB_00209	CDS	315	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
BCHFIOMB_00210	CDS	363	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
BCHFIOMB_00211	CDS	1116	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
BCHFIOMB_00212	CDS	1254	speE_1	2.5.1.16		Polyamine aminopropyltransferase
BCHFIOMB_00213	CDS	495	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
BCHFIOMB_00214	CDS	1098	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
BCHFIOMB_00215	CDS	1287	oah1	2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase 1
BCHFIOMB_00216	CDS	657				hypothetical protein
BCHFIOMB_00217	CDS	1050	glk	2.7.1.2	COG0837	Glucokinase
BCHFIOMB_00218	CDS	501	ssb		COG0629	Single-stranded DNA-binding protein
BCHFIOMB_00219	CDS	1380	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
BCHFIOMB_00220	CDS	1089	hoxK	1.12.99.6		Uptake hydrogenase small subunit
BCHFIOMB_00221	CDS	1857	hoxG	1.12.99.6		Uptake hydrogenase large subunit
BCHFIOMB_00222	CDS	723	hupC		COG1969	putative Ni/Fe-hydrogenase B-type cytochrome subunit
BCHFIOMB_00223	CDS	327				hypothetical protein
BCHFIOMB_00224	CDS	681	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
BCHFIOMB_00225	CDS	345				hypothetical protein
BCHFIOMB_00226	CDS	492				hypothetical protein
BCHFIOMB_00227	CDS	888				hypothetical protein
BCHFIOMB_00228	CDS	228	hrb_1		COG1773	High molecular weight rubredoxin
BCHFIOMB_00229	CDS	498	hybE			Hydrogenase-2 operon protein HybE
BCHFIOMB_00230	CDS	696				hypothetical protein
BCHFIOMB_00231	CDS	396	hybF		COG0375	Hydrogenase maturation factor HybF
BCHFIOMB_00232	CDS	1011	hypB		COG0378	Hydrogenase maturation factor HypB
BCHFIOMB_00233	CDS	1185	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
BCHFIOMB_00234	CDS	225				hypothetical protein
BCHFIOMB_00235	CDS	1140	hypD		COG0409	Hydrogenase maturation factor HypD
BCHFIOMB_00236	CDS	1053	hypE	4.2.1.-		Carbamoyl dehydratase HypE
BCHFIOMB_00237	CDS	1467	hupR1		COG2204	Hydrogenase transcriptional regulatory protein hupR1
BCHFIOMB_00238	CDS	1014		1.12.99.6	COG1740	Periplasmic [NiFeSe] hydrogenase small subunit
BCHFIOMB_00239	CDS	1464		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
BCHFIOMB_00240	CDS	477	nikR		COG0864	Nickel-responsive regulator
BCHFIOMB_00241	CDS	1374	tmoS	2.7.13.3		Sensor histidine kinase TmoS
BCHFIOMB_00242	CDS	702	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
BCHFIOMB_00243	CDS	732	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
BCHFIOMB_00244	CDS	615	cbiM			Cobalt transport protein CbiM
BCHFIOMB_00245	CDS	522				hypothetical protein
BCHFIOMB_00246	CDS	705			COG5266	putative protein
BCHFIOMB_00247	CDS	1191	yajR		COG0477	Inner membrane transport protein YajR
BCHFIOMB_00248	CDS	1908	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
BCHFIOMB_00249	CDS	363				hypothetical protein
BCHFIOMB_00250	CDS	663				hypothetical protein
BCHFIOMB_00251	CDS	375				hypothetical protein
BCHFIOMB_00252	CDS	2922	uvrA_1		COG0178	UvrABC system protein A
BCHFIOMB_00253	CDS	606	nahD_1	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
BCHFIOMB_00254	CDS	1173	ugd_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BCHFIOMB_00255	CDS	552	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
BCHFIOMB_00256	CDS	885	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
BCHFIOMB_00257	CDS	924	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
BCHFIOMB_00258	CDS	1065	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
BCHFIOMB_00259	CDS	201				hypothetical protein
BCHFIOMB_00260	CDS	498				hypothetical protein
BCHFIOMB_00261	CDS	792	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BCHFIOMB_00262	CDS	1320				hypothetical protein
BCHFIOMB_00263	CDS	1173	ugd_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BCHFIOMB_00264	CDS	1794				hypothetical protein
BCHFIOMB_00265	CDS	2223				hypothetical protein
BCHFIOMB_00266	CDS	1791	kpsD		COG1596	Polysialic acid transport protein KpsD
BCHFIOMB_00267	CDS	1113				hypothetical protein
BCHFIOMB_00268	CDS	681	kpsT			Polysialic acid transport ATP-binding protein KpsT
BCHFIOMB_00269	CDS	804	kpsM		COG1682	Polysialic acid transport protein KpsM
BCHFIOMB_00270	CDS	684	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BCHFIOMB_00271	CDS	642				hypothetical protein
BCHFIOMB_00272	CDS	1815	oppA		COG4166	Periplasmic oligopeptide-binding protein
BCHFIOMB_00273	CDS	939	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
BCHFIOMB_00274	CDS	1023				hypothetical protein
BCHFIOMB_00275	CDS	1701	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
BCHFIOMB_00276	CDS	1200				hypothetical protein
BCHFIOMB_00277	CDS	636	uvrY_1		COG2197	Response regulator UvrY
BCHFIOMB_00278	CDS	1389				hypothetical protein
BCHFIOMB_00279	CDS	870				hypothetical protein
BCHFIOMB_00280	CDS	894	cmpD_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
BCHFIOMB_00281	CDS	429				hypothetical protein
BCHFIOMB_00282	CDS	444	cynS	4.2.1.104	COG1513	Cyanate hydratase
BCHFIOMB_00283	CDS	582	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BCHFIOMB_00284	CDS	663				hypothetical protein
BCHFIOMB_00285	CDS	633				hypothetical protein
BCHFIOMB_00286	CDS	114				hypothetical protein
BCHFIOMB_00287	CDS	885				hypothetical protein
BCHFIOMB_00288	CDS	507				hypothetical protein
BCHFIOMB_00289	CDS	222				hypothetical protein
BCHFIOMB_00290	CDS	186				hypothetical protein
BCHFIOMB_00291	CDS	1272	rutG		COG2233	Putative pyrimidine permease RutG
BCHFIOMB_00292	CDS	156				hypothetical protein
BCHFIOMB_00293	CDS	135				hypothetical protein
BCHFIOMB_00294	CDS	981	dmlR_3			HTH-type transcriptional regulator DmlR
BCHFIOMB_00295	CDS	846	novR	4.1.-.-		Decarboxylase NovR
BCHFIOMB_00296	CDS	582				hypothetical protein
BCHFIOMB_00297	CDS	1284	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
BCHFIOMB_00298	CDS	1020			COG1638	putative protein
BCHFIOMB_00299	CDS	531				hypothetical protein
BCHFIOMB_00300	CDS	2289	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
BCHFIOMB_00301	CDS	834				hypothetical protein
BCHFIOMB_00302	CDS	513	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
BCHFIOMB_00303	CDS	750	ribX_1			Riboflavin transport system permease protein RibX
BCHFIOMB_00304	CDS	849	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
BCHFIOMB_00305	CDS	987	ribY_1		COG0715	Riboflavin-binding protein RibY
BCHFIOMB_00306	CDS	834	pytH	3.1.1.88		Pyrethroid hydrolase
BCHFIOMB_00307	CDS	975	vldW_4	1.14.11.52		Validamycin A dioxygenase
BCHFIOMB_00308	CDS	921	gltC_1			HTH-type transcriptional regulator GltC
BCHFIOMB_00309	CDS	2883	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
BCHFIOMB_00310	CDS	1119	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
BCHFIOMB_00311	CDS	369				hypothetical protein
BCHFIOMB_00312	CDS	696	yccA_1		COG0670	Modulator of FtsH protease YccA
BCHFIOMB_00313	CDS	636				hypothetical protein
BCHFIOMB_00314	CDS	366				hypothetical protein
BCHFIOMB_00315	CDS	1035				hypothetical protein
BCHFIOMB_00316	CDS	1029	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BCHFIOMB_00317	CDS	1299				hypothetical protein
BCHFIOMB_00318	CDS	873	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
BCHFIOMB_00319	CDS	891	ydcV			Inner membrane ABC transporter permease protein YdcV
BCHFIOMB_00320	CDS	756				hypothetical protein
BCHFIOMB_00321	CDS	729	hyuA_2	5.1.99.5		Hydantoin racemase
BCHFIOMB_00322	CDS	810				hypothetical protein
BCHFIOMB_00323	CDS	393	cheY_1		COG0784	Chemotaxis protein CheY
BCHFIOMB_00324	CDS	627	cheZ_1	3.1.3.-	COG3143	Protein phosphatase CheZ
BCHFIOMB_00325	CDS	846				hypothetical protein
BCHFIOMB_00326	CDS	312				hypothetical protein
BCHFIOMB_00327	CDS	498				hypothetical protein
BCHFIOMB_00328	CDS	867		3.1.1.23	COG2267	Monoacylglycerol lipase
BCHFIOMB_00329	CDS	1476				hypothetical protein
BCHFIOMB_00330	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
BCHFIOMB_00331	CDS	1149	yhaZ		COG4335	putative protein YhaZ
BCHFIOMB_00332	CDS	327				hypothetical protein
BCHFIOMB_00333	CDS	996	dmlR_4			HTH-type transcriptional regulator DmlR
BCHFIOMB_00334	CDS	1041	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
BCHFIOMB_00335	CDS	2244	lptD		COG1452	LPS-assembly protein LptD
BCHFIOMB_00336	CDS	1341	surA	5.2.1.8	COG0760	Chaperone SurA
BCHFIOMB_00337	CDS	768	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BCHFIOMB_00338	CDS	396				hypothetical protein
BCHFIOMB_00339	CDS	276	rnaSA3	3.1.27.3		Guanyl-specific ribonuclease Sa3
BCHFIOMB_00340	CDS	2295	maeB_1	1.1.1.40	COG0280	NADP-dependent malic enzyme
BCHFIOMB_00341	CDS	2082	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
BCHFIOMB_00342	CDS	657	fixJ			Transcriptional regulatory protein FixJ
BCHFIOMB_00343	CDS	960	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
BCHFIOMB_00344	CDS	564	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
BCHFIOMB_00345	CDS	522	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
BCHFIOMB_00346	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
BCHFIOMB_00347	CDS	1077	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
BCHFIOMB_00348	CDS	492	lptE			LPS-assembly lipoprotein LptE
BCHFIOMB_00349	CDS	2649	leuS	6.1.1.4		Leucine--tRNA ligase
