CP064338.1_12	1097668.BYI23_C005320	5.58e-167	481.0	COG0624@1|root,COG0624@2|Bacteria,1MVUX@1224|Proteobacteria,2VMXH@28216|Betaproteobacteria,1KCHP@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Peptidase family M20/M25/M40	-	-	3.5.1.6,3.5.1.87	ko:K06016	ko00240,ko01100,map00240,map01100	M00046	R00905,R04666	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	Peptidase_M20
CP064338.1_13	1157708.KB907478_gene1209	1.23e-88	269.0	COG1802@1|root,COG1802@2|Bacteria,1R90Y@1224|Proteobacteria,2VKEN@28216|Betaproteobacteria	28216|Betaproteobacteria	K	gntR family	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
CP064338.1_14	1157708.KB907478_gene1210	3.85e-124	362.0	COG1028@1|root,COG1028@2|Bacteria,1MWZE@1224|Proteobacteria,2WIA7@28216|Betaproteobacteria	28216|Betaproteobacteria	IQ	KR domain	-	-	-	-	-	-	-	-	-	-	-	-	-
CP064338.1_15	926560.KE387023_gene1947	9.44e-51	174.0	COG0600@1|root,COG0600@2|Bacteria	2|Bacteria	P	ABC-type nitrate sulfonate bicarbonate transport system permease component	MA20_34455	-	-	ko:K02050,ko:K15557	ko02010,map02010	M00188,M00437	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.16,3.A.1.17,3.A.1.17.5	-	-	BPD_transp_1
CP064338.1_16	1227499.C493_00160	3.29e-73	231.0	COG1116@1|root,arCOG00193@2157|Archaea,2XXDP@28890|Euryarchaeota,23VWW@183963|Halobacteria	183963|Halobacteria	P	ATPases associated with a variety of cellular activities	-	-	-	ko:K02049	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	ABC_tran
CP064338.1_18	1472716.KBK24_0134985	2.7e-133	389.0	COG3491@1|root,COG3491@2|Bacteria,1MUNT@1224|Proteobacteria,2VPPT@28216|Betaproteobacteria,1KFIY@119060|Burkholderiaceae	28216|Betaproteobacteria	C	2OG-Fe(II) oxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	2OG-FeII_Oxy,DIOX_N
CP064338.1_19	640511.BC1002_3394	1.31e-11	73.9	COG0028@1|root,COG4032@1|root,COG0028@2|Bacteria,COG4032@2|Bacteria,1R6QP@1224|Proteobacteria,2VNIS@28216|Betaproteobacteria,1K11W@119060|Burkholderiaceae	28216|Betaproteobacteria	EH	phosphonopyruvate decarboxylase	ppd	-	4.1.1.82	ko:K09459	ko00440,ko01100,ko01120,ko01130,map00440,map01100,map01120,map01130	-	R04053	RC00506	ko00000,ko00001,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_N
CP064338.1_20	1120919.AUBI01000001_gene3316	2.25e-99	313.0	COG0402@1|root,COG0402@2|Bacteria,1MVPA@1224|Proteobacteria,2TSZ0@28211|Alphaproteobacteria,2JVZM@204441|Rhodospirillales	204441|Rhodospirillales	F	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1
CP064338.1_21	349163.Acry_1965	6.69e-220	621.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2TQR1@28211|Alphaproteobacteria,2JRDI@204441|Rhodospirillales	204441|Rhodospirillales	C	Aldehyde dehydrogenase family	-	-	1.2.1.16,1.2.1.20,1.2.1.79	ko:K00135	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120	M00027	R00713,R00714,R02401	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
CP064338.1_22	338969.Rfer_1819	7.11e-76	241.0	COG0551@1|root,COG1787@1|root,COG0551@2|Bacteria,COG1787@2|Bacteria,1RAHG@1224|Proteobacteria,2VNZE@28216|Betaproteobacteria,4AE2Z@80864|Comamonadaceae	28216|Betaproteobacteria	V	Topoisomerase DNA binding C4 zinc finger	-	-	-	ko:K07448	-	-	-	-	ko00000,ko02048	-	-	-	Mrr_cat,zf-C4_Topoisom
CP064338.1_23	397945.Aave_0325	1.83e-52	173.0	COG0518@1|root,COG0518@2|Bacteria,1MV9U@1224|Proteobacteria,2VQEC@28216|Betaproteobacteria,4ADVM@80864|Comamonadaceae	28216|Betaproteobacteria	F	Peptidase C26	guaA_2	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase
CP064338.1_24	397945.Aave_4619	5.59e-272	763.0	COG0210@1|root,COG0210@2|Bacteria,1MWW6@1224|Proteobacteria,2VM7D@28216|Betaproteobacteria,4ACXP@80864|Comamonadaceae	28216|Betaproteobacteria	L	DNA helicase	-	-	-	-	-	-	-	-	-	-	-	-	AAA_19,NERD,UvrD-helicase,UvrD_C,UvrD_C_2
CP064338.1_25	640511.BC1002_4297	3.85e-188	536.0	COG0025@1|root,COG0025@2|Bacteria,1MW5T@1224|Proteobacteria,2VI1A@28216|Betaproteobacteria,1K12V@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Sodium/hydrogen exchanger family	-	-	-	ko:K03316	-	-	-	-	ko00000	2.A.36	-	-	Na_H_Exchanger
CP064338.1_26	296591.Bpro_0004	1.84e-256	725.0	COG3410@1|root,COG3410@2|Bacteria,1PRQ3@1224|Proteobacteria,2VPEI@28216|Betaproteobacteria,4AG9B@80864|Comamonadaceae	28216|Betaproteobacteria	L	Uncharacterized conserved protein (DUF2075)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2075
CP064338.1_27	543728.Vapar_4609	3.86e-45	157.0	COG1917@1|root,COG2207@1|root,COG1917@2|Bacteria,COG2207@2|Bacteria,1N0FA@1224|Proteobacteria,2VKR0@28216|Betaproteobacteria,4AK38@80864|Comamonadaceae	28216|Betaproteobacteria	K	PFAM helix-turn-helix- domain containing protein, AraC type	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_6,HTH_18
CP064338.1_28	1144312.PMI09_04874	5.73e-49	159.0	COG2044@1|root,COG2044@2|Bacteria,1RGAZ@1224|Proteobacteria,2UBFX@28211|Alphaproteobacteria,4BEWP@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	DsrE/DsrF-like family	-	-	-	-	-	-	-	-	-	-	-	-	DrsE
CP064338.1_29	1415780.JPOG01000001_gene268	1.86e-67	207.0	COG0251@1|root,COG0251@2|Bacteria,1RK2W@1224|Proteobacteria,1S6XX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	translation initiation inhibitor, yjgF family	-	-	-	-	-	-	-	-	-	-	-	-	Ribonuc_L-PSP
CP064338.1_30	535289.Dtpsy_2718	2.35e-87	263.0	COG1573@1|root,COG1573@2|Bacteria,1R9XV@1224|Proteobacteria,2VQ52@28216|Betaproteobacteria,4ADVB@80864|Comamonadaceae	28216|Betaproteobacteria	L	Uracil DNA glycosylase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	DUF488,UDG
CP064338.1_31	1286093.C266_04209	4.36e-62	192.0	COG3293@1|root,COG3293@2|Bacteria,1REUV@1224|Proteobacteria,2VREC@28216|Betaproteobacteria,1K6P0@119060|Burkholderiaceae	28216|Betaproteobacteria	L	transposase	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1
CP064338.1_32	381666.H16_B1580	8.74e-161	457.0	COG0583@1|root,COG0583@2|Bacteria,1MUIX@1224|Proteobacteria,2VI6K@28216|Betaproteobacteria,1K274@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	metR	-	-	ko:K03576	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
CP064338.1_33	977880.RALTA_B1420	0.0	946.0	COG0620@1|root,COG0620@2|Bacteria,1MUI9@1224|Proteobacteria,2VI04@28216|Betaproteobacteria,1K121@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation	metE	-	2.1.1.14	ko:K00549	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	M00017	R04405,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	Meth_synt_1,Meth_synt_2
CP064338.1_34	1123253.AUBD01000001_gene1932	5.7e-23	97.1	COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria,1X9BX@135614|Xanthomonadales	135614|Xanthomonadales	L	DDE superfamily endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DUF772
CP064338.1_35	1031711.RSPO_c00521	3.52e-136	391.0	COG3676@1|root,COG3676@2|Bacteria,1QTF7@1224|Proteobacteria,2VQDW@28216|Betaproteobacteria	28216|Betaproteobacteria	L	ISXO2-like transposase domain	-	-	-	ko:K07488	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS1595
CP064338.1_36	1268622.AVS7_03622	9.7e-227	633.0	COG3328@1|root,COG3328@2|Bacteria,1MU4P@1224|Proteobacteria,2VKD6@28216|Betaproteobacteria,4AF3N@80864|Comamonadaceae	28216|Betaproteobacteria	L	PFAM transposase, mutator type	-	-	-	ko:K07493	-	-	-	-	ko00000	-	-	-	Transposase_mut
CP064338.1_37	596154.Alide2_3660	1.06e-82	255.0	2DWKG@1|root,32V1S@2|Bacteria,1N5H6@1224|Proteobacteria,2VYU9@28216|Betaproteobacteria,4AGA4@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP064338.1_38	1100721.ALKO01000027_gene401	9.74e-131	376.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,2VJ04@28216|Betaproteobacteria,4AC5D@80864|Comamonadaceae	28216|Betaproteobacteria	E	ABC transporter	-	-	3.6.3.21	ko:K02028	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
CP064338.1_39	358220.C380_00685	1.59e-110	322.0	COG0765@1|root,COG0765@2|Bacteria,1MVB6@1224|Proteobacteria,2VKX0@28216|Betaproteobacteria,4AB2D@80864|Comamonadaceae	28216|Betaproteobacteria	P	Polar amino acid ABC transporter, inner membrane	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
CP064338.1_40	1100721.ALKO01000027_gene403	7.47e-112	326.0	COG0765@1|root,COG0765@2|Bacteria,1MX2Y@1224|Proteobacteria,2VNP0@28216|Betaproteobacteria,4AASR@80864|Comamonadaceae	28216|Betaproteobacteria	P	polar amino acid ABC transporter, inner membrane subunit	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
CP064338.1_41	1100721.ALKO01000027_gene404	2.19e-138	397.0	COG0834@1|root,COG0834@2|Bacteria,1MVT6@1224|Proteobacteria,2VH1B@28216|Betaproteobacteria,4A9YC@80864|Comamonadaceae	28216|Betaproteobacteria	ET	extracellular solute-binding protein, family 3	-	-	-	ko:K02030,ko:K10022	ko02010,map02010	M00235,M00236	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.11	-	-	SBP_bac_3
CP064338.1_42	1100721.ALKO01000027_gene405	7.39e-106	313.0	COG1802@1|root,COG1802@2|Bacteria,1RCFJ@1224|Proteobacteria,2VMNZ@28216|Betaproteobacteria,4ABZM@80864|Comamonadaceae	28216|Betaproteobacteria	K	FCD	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
CP064338.1_43	757424.Hsero_1905	5.33e-56	176.0	COG1146@1|root,COG1146@2|Bacteria,1N351@1224|Proteobacteria,2VVB5@28216|Betaproteobacteria,474UK@75682|Oxalobacteraceae	28216|Betaproteobacteria	C	Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions	-	-	-	ko:K05524	-	-	-	-	ko00000	-	-	-	DUF3470,Fer4
CP064338.1_44	398578.Daci_1362	4.35e-83	250.0	COG3090@1|root,COG3090@2|Bacteria,1RDY3@1224|Proteobacteria,2VRWQ@28216|Betaproteobacteria,4ADJF@80864|Comamonadaceae	28216|Betaproteobacteria	G	Tripartite ATP-independent periplasmic	yiaM_2	-	-	-	-	-	-	-	-	-	-	-	DctQ
CP064338.1_45	596154.Alide2_0646	7.36e-265	731.0	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,2VHJP@28216|Betaproteobacteria,4ACAJ@80864|Comamonadaceae	28216|Betaproteobacteria	G	PFAM TRAP C4-dicarboxylate transport system permease DctM subunit	-	-	-	-	-	-	-	-	-	-	-	-	DctM
CP064338.1_46	596153.Alide_0690	2.91e-217	603.0	COG1638@1|root,COG1638@2|Bacteria,1MVHC@1224|Proteobacteria,2VIJ6@28216|Betaproteobacteria,4AA2C@80864|Comamonadaceae	28216|Betaproteobacteria	G	TIGRFAM TRAP dicarboxylate transporter, DctP subunit	-	-	-	-	-	-	-	-	-	-	-	-	DctP
CP064338.1_47	1380394.JADL01000012_gene820	5.06e-95	292.0	COG3491@1|root,COG3491@2|Bacteria,1MUNT@1224|Proteobacteria,2TU3Y@28211|Alphaproteobacteria,2JR2W@204441|Rhodospirillales	204441|Rhodospirillales	C	non-haem dioxygenase in morphine synthesis N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	2OG-FeII_Oxy,DIOX_N
CP064338.1_48	1380394.JADL01000001_gene2985	1.35e-76	241.0	COG0657@1|root,COG0657@2|Bacteria,1MV3J@1224|Proteobacteria,2TUQ3@28211|Alphaproteobacteria,2JWEN@204441|Rhodospirillales	204441|Rhodospirillales	I	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3
CP064338.1_49	1121033.AUCF01000012_gene840	2.94e-49	169.0	COG1802@1|root,COG1802@2|Bacteria,1R96W@1224|Proteobacteria,2UAYC@28211|Alphaproteobacteria,2JT5D@204441|Rhodospirillales	204441|Rhodospirillales	K	FCD	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
CP064338.1_50	1123367.C666_15550	1.26e-46	162.0	COG1802@1|root,COG1802@2|Bacteria,1R96W@1224|Proteobacteria,2VMF8@28216|Betaproteobacteria	28216|Betaproteobacteria	K	Transcriptional regulator, GntR family	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
CP064338.1_51	1380394.JADL01000012_gene820	1.19e-122	363.0	COG3491@1|root,COG3491@2|Bacteria,1MUNT@1224|Proteobacteria,2TU3Y@28211|Alphaproteobacteria,2JR2W@204441|Rhodospirillales	204441|Rhodospirillales	C	non-haem dioxygenase in morphine synthesis N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	2OG-FeII_Oxy,DIOX_N
CP064338.1_52	1206731.BAGB01000164_gene4325	6.18e-39	150.0	COG2843@1|root,COG2843@2|Bacteria,2GK15@201174|Actinobacteria,4FW08@85025|Nocardiaceae	201174|Actinobacteria	M	Bacterial capsule synthesis protein PGA_cap	-	-	-	ko:K07282	-	-	-	-	ko00000	-	-	-	PGA_cap
CP064338.1_54	1206730.BAGA01000087_gene199	6.76e-157	464.0	COG1129@1|root,COG1129@2|Bacteria,2GJ3F@201174|Actinobacteria,4FYP6@85025|Nocardiaceae	201174|Actinobacteria	G	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
CP064338.1_55	1206730.BAGA01000087_gene200	2.2e-90	281.0	COG1172@1|root,COG1172@2|Bacteria,2GJDW@201174|Actinobacteria,4G1NB@85025|Nocardiaceae	201174|Actinobacteria	G	COG1172 Ribose xylose arabinose galactoside ABC-type transport systems, permease components	-	-	-	ko:K02057,ko:K10440	ko02010,map02010	M00212,M00221	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	-	BPD_transp_2
CP064338.1_56	1235457.C404_19355	1.69e-60	204.0	COG3203@1|root,COG3203@2|Bacteria,1N1KC@1224|Proteobacteria,2VPC4@28216|Betaproteobacteria,1JZXI@119060|Burkholderiaceae	28216|Betaproteobacteria	M	PFAM porin Gram-negative type	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4
CP064338.1_57	360910.BAV1939	1.1e-203	573.0	COG1804@1|root,COG1804@2|Bacteria,1MU5U@1224|Proteobacteria,2VJB6@28216|Betaproteobacteria,3T2S4@506|Alcaligenaceae	28216|Betaproteobacteria	C	CoA-transferase family III	-	-	-	-	-	-	-	-	-	-	-	-	CoA_transf_3
CP064338.1_58	338969.Rfer_1000	4.27e-223	622.0	COG0183@1|root,COG0183@2|Bacteria,1MU5G@1224|Proteobacteria,2VHMS@28216|Betaproteobacteria,4ABPG@80864|Comamonadaceae	28216|Betaproteobacteria	I	Belongs to the thiolase family	-	-	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Thiolase_C,Thiolase_N
CP064338.1_59	1038922.PflQ2_4536	3.58e-76	233.0	28H95@1|root,2Z7KY@2|Bacteria,1RA0C@1224|Proteobacteria,1S2S9@1236|Gammaproteobacteria,1YS4I@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Protein of unknown function (DUF4256)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4256
CP064338.1_60	595537.Varpa_4049	1.4e-27	107.0	COG2105@1|root,COG2105@2|Bacteria,1N6MZ@1224|Proteobacteria,2VYSZ@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Gamma-glutamyl cyclotransferase, AIG2-like	-	-	-	-	-	-	-	-	-	-	-	-	GGACT
CP064338.1_61	1157708.KB907450_gene5286	3.14e-104	313.0	COG0583@1|root,COG0583@2|Bacteria,1MW16@1224|Proteobacteria,2VIZP@28216|Betaproteobacteria,4A9RC@80864|Comamonadaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
CP064338.1_62	1157708.KB907450_gene5285	3.25e-142	419.0	COG2755@1|root,COG2755@2|Bacteria,1MXBN@1224|Proteobacteria,2VPAT@28216|Betaproteobacteria,4AC4T@80864|Comamonadaceae	28216|Betaproteobacteria	E	PFAM lipolytic protein G-D-S-L family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
CP064338.1_63	342113.DM82_105	2.33e-123	369.0	COG0477@1|root,COG2814@2|Bacteria,1MU9G@1224|Proteobacteria,2VITW@28216|Betaproteobacteria,1K13H@119060|Burkholderiaceae	28216|Betaproteobacteria	EGP	PFAM major facilitator superfamily MFS_1	-	-	-	ko:K19577	-	-	-	-	ko00000,ko02000	2.A.1.2.65	-	-	MFS_1
CP064338.1_64	420662.Mpe_A2028	1.16e-62	200.0	COG1278@1|root,COG3326@1|root,COG1278@2|Bacteria,COG3326@2|Bacteria,1N6YM@1224|Proteobacteria,2VQXP@28216|Betaproteobacteria,1KMNT@119065|unclassified Burkholderiales	28216|Betaproteobacteria	K	Protein of unknown function (DUF1294)	-	-	-	-	-	-	-	-	-	-	-	-	CSD,DUF1294
CP064338.1_66	296591.Bpro_1202	1.96e-261	734.0	COG3243@1|root,COG3243@2|Bacteria,1MU68@1224|Proteobacteria,2VH41@28216|Betaproteobacteria,4ABM7@80864|Comamonadaceae	28216|Betaproteobacteria	I	Alpha beta hydrolase	phbC2	-	-	ko:K03821	ko00650,map00650	-	R04254	RC00004	ko00000,ko00001,ko01000	-	-	-	PHBC_N,PhaC_N
CP064338.1_67	1000565.METUNv1_03151	5.68e-17	77.0	COG4575@1|root,COG4575@2|Bacteria,1N6X7@1224|Proteobacteria,2WFR8@28216|Betaproteobacteria,2KX05@206389|Rhodocyclales	206389|Rhodocyclales	S	Bacterial protein of unknown function (DUF883)	-	-	-	-	-	-	-	-	-	-	-	-	DUF883
CP064338.1_68	935863.AWZR01000012_gene2495	2.56e-167	476.0	COG1064@1|root,COG1064@2|Bacteria,1MUTT@1224|Proteobacteria,1RPQC@1236|Gammaproteobacteria,1X31K@135614|Xanthomonadales	135614|Xanthomonadales	S	Alcohol dehydrogenase GroES-like domain	-	-	1.1.1.1	ko:K13953	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N
CP064338.1_69	543728.Vapar_3892	3.76e-147	424.0	COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2VN9M@28216|Betaproteobacteria,4ADCH@80864|Comamonadaceae	28216|Betaproteobacteria	K	DJ-1/PfpI family	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI,HTH_18
CP064338.1_70	1157708.KB907454_gene2944	3.18e-158	456.0	COG0693@1|root,COG0693@2|Bacteria,1QJCZ@1224|Proteobacteria,2VJC4@28216|Betaproteobacteria,4ADEP@80864|Comamonadaceae	28216|Betaproteobacteria	S	DJ-1/PfpI family	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI
CP064338.1_71	1266925.JHVX01000002_gene1076	1.28e-63	196.0	COG5507@1|root,COG5507@2|Bacteria,1RHC1@1224|Proteobacteria,2VSZQ@28216|Betaproteobacteria,374GP@32003|Nitrosomonadales	28216|Betaproteobacteria	S	Protein of unknown function (DUF1428)	ybaA	-	-	-	-	-	-	-	-	-	-	-	DUF1428
CP064338.1_72	1265502.KB905969_gene1246	1.5e-168	477.0	COG3203@1|root,COG3203@2|Bacteria,1MWUN@1224|Proteobacteria,2VN8D@28216|Betaproteobacteria,4AJ3S@80864|Comamonadaceae	28216|Betaproteobacteria	M	Gram-negative porin	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4
CP064338.1_73	365046.Rta_21970	2.98e-53	172.0	2CBAE@1|root,32YK1@2|Bacteria,1N7NP@1224|Proteobacteria,2VVSH@28216|Betaproteobacteria,4AEGG@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP064338.1_74	595537.Varpa_3244	1.25e-70	217.0	2CBFC@1|root,32RYI@2|Bacteria,1N0T4@1224|Proteobacteria,2VRB1@28216|Betaproteobacteria,4AE35@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
